TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud
12473,3778,18,Female,Professional,High School,Widowed,3,70666.4,54694.39,3275.33,2023-08-18,06:44:31,185.89,M002,Purchase,Darwin,Desktop,-37.0201,144.9646,richard96@yahoo.com,False,34,0
12201,1904,47,Female,Student,High School,Single,0,52655.75,29975.19,3698.42,2023-06-17,09:24:10 AM,720.04,M005,Purchase,Brisbane,Desktop,-35.473469,149.012375,simpsonmatthew@disposable.com,False,18,0
12582,2067,35000,Female,Professional,Bachelor,Single,4,57535.97,23631.03,173.17,2023-09-18,21:06:16,24.82,M004,Purchase,Darwin,Tablet,-37.0201,144.9646,schen@yahoo.com,True,87,0
11171,3657,21,Male,Professional,Master,Single,4,75326.97,37112.16,14383.95,2023-11-09,10:55:01,2818.31,M002,Withdrawal,Melbourne,Mobile,-30.3875,-56.45139,roy55@yahoo.com,False,93,1
18161,3965,31,Male,Professional,High School,Single,3,25740.79,31978.25,2119.63,2023-07-10,08:22:08 PM,2967.6,M008,Payment,Perth,Desktop,-30.000233,136.209152,prodriguez@yahoo.com,True,71,0
12003,4696,23,Male,Student,Bachelor,Married,4,36565.34,11163.62,1557.01,2023-12-22,19:00:19,1405.24,M001,Withdrawal,Mel,Desktop,-37.0201,144.9646,jeremy80@yahoo.com,False,50,0
6563,1952,36,Male,Student,High School,Married,0,127806.75,87158.31,469.8,2023-01-10,14:46:22,1144.05,M008,Withdrawal,Melburn,Mobile,-35.473469,149.012375,qfaulkner@outlook.com,False,42,0
4703,385,33000,Male,Student,High School,Single,2,42120.47,27730.53,6153.81,2023-05-03,15:37:30,15.9,M001,Transfer,Cbr,galaxys7,-37.0201,144.9646,james94@gmail.com,True,95,0
15282,3841,27,Male,Student,Master,Single,4,84106.84,139160.25,1119.03,2023-04-04,22:25:42,1242.16,M001,Purchase,Perth,iphone 15,-30.000233,136.209152,adamsrobin@outlook.com,True,4,0
15921,259,42,Male,Professional,Bachelor,Single,1,68747.48,126804.02,1116.24,2023-10-10,14:19:59,738.55,M007,Purchase,Canberra,mob,-20.917574,142.702789,tannerjames@yahoo.com,False,75,0
18069,2154,24,Male,Unemployed,High School,Single,4,87907.05,103333.85,5568.77,2023-10-06,10:25:22 PM,33.08,M002,Withdrawal,Darwin,Mobile,-31.840233,145.612793,todderickson@gmail.com,True,44,1
955,2680,22,man,Professional,Bachelor,Married,0,104261.83,40447.01,1122.78,2023-12-25,00:33:04,283.5,M005,Transfer,Melbourne,Mobile,-31.840233,145.612793,markgeorge@gmail.com,True,99,0
6675,4503,25,Female,Retired,Bachelor,Single,3,62926.46,29926.32,3176.87,2023-11-17,23:59:59,19.57,M003,Purchase,Brisbane,Desktop,-25.042261,117.793221,deborah98@yahoo.com,True,33,0
3453,1201,31000,Female,Student,PhD,Married,0,54457.33,40710.53,1742.52,2023-07-18,15:37:30,219.26,M007,Purchase,Adelaide,Mobile,-20.917574,142.702789,howardmontgomery@securemail.com,False,61,0
12803,1689,45000,Male,Professional,Bachelor,Single,0,76446.52,33203.67,5097.13,2023-09-12,08:44:13,285.08,M002,Purchase,Brisbane,Mobile,-20.917574,142.702789,meganwatkins@gmail.com,False,100,0
15140,2982,27,Male,Student,High School,Married,2,41918.64,52236.44,3654.91,2023-11-09,16:38:07,712.16,M007,Withdrawal,Hobart,Desktop,-37.0201,144.9646,kellycox@disposable.com,True,37,1
8595,102,-22,Female,Professional,Master,Married,4,63218.15,46881.79,2839.33,2023-03-21,08:43:07 AM,227.22,M004,Withdrawal,Sydney,Desktop,-31.840233,145.612793,jennifer51@gmail.com,True,44,1
2071,1140,31,Male,Professional,High School,Married,4,54484.79,36102.98,1187.95,2023-11-24,09:06:32,236.74,M007,Transfer,Melbourne,Mobile,-30.000233,136.209152,whitemichael@gmail.com,False,5,0
956,2710,46,Female,Unemployed,High School,Single,0,34611.18,12975.02,1164.58,2023-10-30,10:54:22,345.38,M007,Withdrawal,Hobart,android,-25.042261,117.793221,durankimberly@outlook.com,True,91,1
16542,4778,33,woman,Student,PhD,Married,2,49909.15,55256.14,177.23,2023-07-28,03/56/41,785.83,M006,Transfer,Adelaide,Mobile,-31.840233,145.612793,oholmes@tempmail.com,True,68,1
14036,2809,27,Male,Student,Master,Single,3,38899.19,13916.23,1539.98,2023-06-06,08:34:13,94.52,M005,Purchase,Adelaide,Mobile,-20.917574,142.702789,marc62@gmail.com,False,88,0
7005,1803,60000,Male,Retired,High School,Married,3,95786.53,55417.62,11987.68,2023-12-05,01:37:16,1022.92,M007,Purchase,Sydney,Mobile,-31.840233,145.612793,iblevins@tempmail.com,True,30,1
352,858,55,Female,Student,PhD,Single,2,29235.68,18865.11,2367.35,2023-12-04,01:53:26,46.8,M007,Withdrawal,Darwin,Mobile,-37.0201,144.9646,deanna31@securemail.com,False,108,1
13518,2238,-43,he,Professional,Master,Divorced,1,79895.96,47837.46,3051.08,2023-07-06,14:22:29,100.2,M002,Withdrawal,Sydney,smartphone,-31.840233,145.612793,hendersonallen@gmail.com,False,90,1
16309,2405,36,Male,Student,Master,Married,3,70099.44,129008.29,3065.06,2023-12-17,21:56:19,634.1,M003,Transfer,Hobart,Mobile,-37.0201,144.9646,bwalls@gmail.com,True,110,0
6236,1206,21,Female,Student,Bachelor,Single,0,139276.53,43535.73,2614.4,2023-11-03,21:16:22,442.77,M006,Withdrawal,SYD,Desktop,-31.840233,145.612793,patriciacampbell@outlook.com,False,32,1
12732,1647,28,Female,Student,Bachelor,Divorced,4,56484.61,19096.81,2383.45,2023-02-19,11:16:50,36.55,M008,Transfer,Adelaide,galaxys7,-25.042261,117.793221,john97@tempmail.com,True,12,0
8946,2479,-43,Male,Professional,Bachelor,Married,4,114935.58,82674.01,4426.26,2023-05-29,01:29:03,83.6,M008,Payment,Perth,Desktop,-20.917574,142.702789,vthomas@gmail.com,False,101,1
14025,353,50,Female,Professional,Bachelor,Single,2,64791.37,23874.28,553.43,2023-10-14,19:22:24,16.21,M001,Withdrawal,Brisbane,Desktop,-31.840233,145.612793,hughesjohn@gmail.com,False,28,1
17338,2265,48,isnotmale,Student,Master,Married,2,46274.65,52671.97,4823.76,2023-11-27,15:57:57,902.3,M006,Purchase,Melbourne,Mobile,-31.840233,145.612793,zmontgomery@tempmail.com,False,49,0
2920,664,38,man,Professional,Master,Single,1,131500.53,98614.76,1601.18,2023-06-08,19:38:49,264.52,M006,Purchase,Brisbane,Tablet,-25.042261,117.793221,lopezashley@outlook.com,False,66,0
15711,569,28,isnotfemale,Professional,Master,Married,3,71139.76,53824.04,11521.53,2023-03-18,06:22:59,789.23,M007,Withdrawal,Darwin,Mobile,-25.042261,117.793221,kempjoe@gmail.com,False,43,1
4644,2391,36,Male,Professional,Bachelor,Single,2,83792.92,29021.67,16636.67,2023-06-16,23:59:59,87.16,M008,Purchase,Perth,Mobile,-31.840233,145.612793,davidsonroberta@gmail.com,False,57,0
661,3871,25,Female,Professional,High School,Single,2,33628.78,19020.93,1529.71,2023-02-07,10:01:23,33.81,M006,Withdrawal,Adelaide,Desktop,-37.0201,144.9646,jacobalexander@outlook.com,False,76,1
16082,2343,40,Male,Professional,High School,Married,2,46636.31,45583.36,2669.53,2023-07-28,03:44:07,580.31,M001,Transfer,Perth,Mobile,-37.0201,144.9646,robertgarrison@yahoo.com,False,71,1
7057,1160,42,Male,Professional,Bachelor,Single,0,108228.91,70726.21,9579.99,2023-12-21,15/00/40,117.58,M007,Withdrawal,Brisbane,mob,-31.840233,145.612793,burnettalicia@gmail.com,False,110,1
10181,1432,32,Female,Student,Bachelor,Widowed,1,50046.01,26373.01,4868.07,2023-11-07,00/41/53,811.48,M001,Withdrawal,Adelaide,Desktop,-19.491411,132.550964,timothy65@gmail.com,False,90,1
16690,2543,27,Male,Student,Bachelor,Married,1,57346.23,101945.23,4172.26,2023-11-24,19:19:42,347.94,M008,Withdrawal,Hobart,Tablet,-31.840233,145.612793,davisjohnny@outlook.com,True,36,1
4790,3943,40,Female,Retired,High School,Widowed,0,127432.65,57923.02,2186.69,2023-12-22,16:09:51,682.47,M008,Transfer,Adelaide,Desktop,-31.840233,145.612793,garciapatrick@gmail.com,True,94,0
2356,2925,25,Male,Professional,High School,Married,3,55712.62,36003.63,2211.21,2023-10-16,00/00/00,9.25,M006,Transfer,Sydney,Desktop,-37.0201,144.9646,kathleenlewis@tempmail.com,False,70,1
11894,3961,25,Female,Professional,Master,Married,2,114274.28,64801.12,5317.09,2023-11-14,22:28:42,11.19,M003,Purchase,Darwin,Desktop,-31.840233,145.612793,emma25@yahoo.com,False,101,0
17978,1007,36,Female,Professional,High School,Widowed,1,68622.14,59188.32,9300.89,2023-04-30,13/45/42,28.53,M008,Purchase,Melbourne,iphone 15,-20.917574,142.702789,hboyer@yahoo.com,True,14,0
13612,3503,35,Female,Retired,High School,Single,3,78048.49,61980.41,7581.65,2023-11-13,08:08:47,70.61,M008,Purchase,Sydney,Desktop,-20.917574,142.702789,turnersandra@tempmail.com,False,11,0
1560,826,20,Female,Professional,Bachelor,Married,0,115647.17,53436.6,8483.52,2023-09-22,00:00:00,111.98,M004,Purchase,Sydney,Tablet,-20.917574,142.702789,julie76@outlook.com,False,24,1
11787,3044,48,Male,Professional,Bachelor,Single,3,63173.74,25518.85,2941.8,2023-12-20,08:23:05,9.65,M008,Purchase,Hobart,Desktop,-31.840233,145.612793,scaldwell@gmail.com,False,48,0
10326,458,-37,Female,Professional,Master,Married,4,74652.8,49558.59,1702.64,2023-10-24,05:01:06,222.97,M006,Purchase,Brisbane,galaxys7,-25.042261,117.793221,jtran@tempmail.com,False,47,1
7179,4656,-28,Male,Professional,High School,Widowed,4,32005.95,25015.92,1543.05,2023-10-24,06:12:05,44.69,M008,Purchase,Melbourne,Mobile,-37.0201,144.9646,kadams@yahoo.com,True,62,0
15349,522,54,woman,Professional,PhD,Single,1,108443.38,176333.61,5067.48,2023-06-10,01:18:24,19121.43,M005,Purchase,Canberra,Desktop,-31.840233,145.612793,bradfordmark@outlook.com,False,39,1
15313,767,33,Male,Unemployed,High School,Single,1,77202.16,149236.48,28855.57,2023-04-04,13:02:46,1758.44,M001,Purchase,Canberra,Desktop,-31.840233,145.612793,brettkelly@gmail.com,False,107,0
13258,158,39000,Female,Professional,PhD,Single,2,35172.5,15922.88,1195.07,2023-10-09,07:27:15,75.37,M007,Purchase,Perth,Mobile,-31.840233,145.612793,harrellcharles@gmail.com,False,85,0
4109,3056,36,Female,Student,High School,Single,3,72394.56,24144.3,3440.29,2023-07-28,13:24:55,73.37,M003,Purchase,Adelaide,mob,-20.917574,142.702789,starkkristina@yahoo.com,True,28,0
514,4739,18000,Male,Student,Bachelor,Married,4,131469.21,54410.15,5585.63,2023-03-21,19:49:57,73.68,M001,Withdrawal,Brisbane,Mobile,-31.840233,145.612793,navarrodale@gmail.com,True,63,1
894,2717,34,Female,Retired,High School,Married,4,87948.45,52183.13,3815.68,2023-11-20,17:55:39,395.4,M002,Purchase,Sydney,Mobile,-25.042261,117.793221,blynch@gmail.com,False,16,0
8601,2207,42,Female,Professional,PhD,Married,1,67954.99,32576.88,77.49,2023-07-20,22:42:15,42.63,M006,Payment,Brisbane,Desktop,-37.0201,144.9646,underwoodstephanie@yahoo.com,True,2,0
16405,1429,38,Male,Student,High School,Married,1,98122.28,90161.83,24407.73,2023-11-17,22:48:35,349.3,M006,Transfer,Hobart,android,-37.0201,144.9646,larsonsusan@yahoo.com,False,11,0
18228,4160,32,Female,Student,Bachelor,Single,2,73322.09,124087.21,6126.55,2023-03-25,04:11:42,6367.23,M004,Payment,Darwin,Mobile,-25.042261,117.793221,katierose@outlook.com,False,106,1
899,4728,60,Male,Unemployed,High School,Divorced,1,151103.49,66546.98,8473.44,2023-01-16,06:01:27,146.27,M006,Purchase,Brisbane,Desktop,-25.042261,117.793221,davisclaudia@gmail.com,False,71,0
207,3484,-21,Male,Professional,Bachelor,Married,4,65175.45,40166.35,3337.95,2023-04-24,15:30:48,184.97,M002,Withdrawal,Darwin,Desktop,-31.840233,145.612793,clinton76@gmail.com,True,93,1
17360,2716,35,Female,Student,High School,Married,3,99448.41,121799.5,1046.69,2023-02-07,04:04:55,75.53,M001,Purchase,Sydney,Tablet,-20.917574,142.702789,phillipserika@yahoo.com,True,83,1
458,3592,-28,Male,Professional,Master,Single,3,36935.82,15843.2,45.96,2023-01-07,08:14:36,4.58,M005,Purchase,Adelaide,Desktop,-37.0201,144.9646,riosjamie@disposable.com,False,75,0
2430,613,27,Male,Professional,High School,Married,3,79122.79,59520.07,5656.64,2023-07-27,05:28:48,1366.87,M006,Withdrawal,Darwin,Mobile,-31.840233,145.612793,smithstephanie@tempmail.com,False,83,1
13629,4227,53,man,Retired,High School,Single,2,104694.74,59058.77,3673.6,2023-05-21,21:29:31,419.42,M005,Purchase,Hobart,android,-20.917574,142.702789,donaldunderwood@yahoo.com,False,91,0
3389,949,36,Female,Student,High School,Married,2,139589.77,109343.49,5906.21,2023-12-05,17:20:42,42.39,M001,Purchase,Canberra,Tablet,-25.042261,117.793221,jacksonlaura@gmail.com,False,63,0
3911,1657,32,Female,Student,Bachelor,Divorced,2,41874.27,18475.52,8175.79,2023-02-02,05:26:32,19.56,M007,Purchase,Canberra,Mobile,-31.840233,145.612793,panderson@tempmail.com,False,12,1
552,1996,29,Female,Student,High School,Married,4,36126.92,13347.86,1182.29,2023-05-25,01:26:07,257.69,M006,Withdrawal,Hobart,Mobile,-37.0201,144.9646,xmiller@disposable.com,False,87,1
6917,2603,39,Female,Student,High School,Single,1,137089.92,62067.51,9268.57,2023-05-12,10:04:10,80.49,M006,Transfer,Canberra,Desktop,-20.917574,142.702789,charlesjoseph@disposable.com,False,55,0
1925,1904,47,Female,Student,High School,Single,0,52655.75,29975.19,3698.42,2023-10-14,04:59:52,805.87,M006,Payment,Canberra,Mobile,-35.473469,149.012375,simpsonmatthew@disposable.com,False,18,1
6082,2535,26,Female,Retired,High School,Married,3,37855.91,28042.32,5016.84,2023-12-11,18:34:40,801.22,M008,Purchase,Brisbane,Desktop,-37.0201,144.9646,cortezlarry@gmail.com,False,114,0
17648,576,49,Male,Student,High School,Single,1,122680.85,173324.72,9657.0,2023-06-27,21:31:13,725.71,M003,Purchase,Sydney,Mobile,-25.042261,117.793221,johnstonkathleen@outlook.com,True,49,0
16999,3599,26,man,Unemployed,Bachelor,Married,3,115636.03,169594.6,23118.8,2023-04-15,06:07:31,62.25,M007,Purchase,Brisbane,android,-30.000233,136.209152,englishstephanie@outlook.com,False,111,0
105,2638,35,Female,Student,High School,Married,3,81753.66,33554.53,1690.42,2023-08-17,06:07:59,400.86,M005,Transfer,Darwin,Desktop,-20.917574,142.702789,duffyangela@gmail.com,False,8,0
3041,1829,32,Male,Student,Bachelor,Married,2,126145.32,45669.32,4995.37,2023-06-20,20:40:01,226.13,M002,Purchase,Darwin,Mobile,-30.000233,136.209152,gli@securemail.com,False,9,0
16369,2423,27,Male,Student,High School,Single,4,80995.55,160226.94,727.57,2023-10-28,21/42/51,143.26,M005,Purchase,Hobart,Desktop,-25.042261,117.793221,courtneyramos@outlook.com,False,61,0
10361,1149,49,Male,Professional,Bachelor,Married,0,73769.58,25919.51,5881.59,2023-09-24,02:01:54,999.92,M006,Payment,Melbourne,Desktop,-20.917574,142.702789,petersonkaren@gmail.com,False,110,0
89,3851,23,Male,Retired,Bachelor,Married,4,115657.24,46367.64,8344.04,2023-11-25,05:10:08,567.52,M002,Purchase,Canberra,Desktop,-31.840233,145.612793,wmosley@outlook.com,False,45,1
15525,3455,42,Male,Professional,High School,Single,0,39597.27,75381.94,487.65,2023-11-22,22:52:32,653.43,M002,Withdrawal,Canberra,Desktop,-37.0201,144.9646,denise87@yahoo.com,False,101,1
10433,1071,44000,Male,Retired,High School,Married,1,34785.24,26800.42,4650.15,2023-09-04,20:13:41,520.52,M008,Purchase,Sydney,Mobile,-20.917574,142.702789,ndavis@gmail.com,True,68,0
14451,3143,20,Male,Student,Bachelor,Single,0,56404.98,35277.55,6397.13,2023-05-30,12:55:55 PM,228.66,M008,Purchase,Brisbane,Mobile,-37.0201,144.9646,hannah18@yahoo.com,True,105,0
12236,1981,34,he,Professional,Bachelor,Married,0,48811.06,26419.17,5874.52,2023-11-21,12:33:55 PM,196.12,M008,Withdrawal,Adelaide,Desktop,-25.042261,117.793221,jack69@outlook.com,False,105,1
14056,1649,50,Female,Student,High School,Married,2,74343.94,44684.52,244.93,2023-12-22,10:18:49,1275.86,M002,Transfer,Darwin,android,-30.000233,136.209152,tammybarnes@tempmail.com,False,88,0
6368,2208,36,Male,Professional,High School,Single,0,82178.89,37227.16,4021.0,2023-12-21,07:04:28,30.23,M002,Purchase,Brisbane,Mobile,-25.042261,117.793221,lloydamanda@yahoo.com,True,26,0
16385,1118,37,Female,Professional,PhD,Married,2,82602.79,123190.93,2681.21,2023-10-01,12:39:22,878.36,M006,Purchase,Hobart,Desktop,-31.840233,145.612793,tmorris@gmail.com,False,43,0
9127,1914,21,Female,Student,High School,Married,4,68958.47,49669.25,6697.3,2023-04-13,19:58:36,287.51,M003,Transfer,Perth,android,-37.0201,144.9646,michelle16@gmail.com,True,119,0
8905,535,24,isnotmale,Professional,High School,Divorced,2,51983.8,21823.87,2051.27,2023-10-10,22/18/35,243.29,M002,Purchase,Brisbane,smartphone,-31.840233,145.612793,ablackburn@gmail.com,False,89,0
2720,728,21,Male,Student,High School,Single,2,87555.74,35503.36,2590.7,2023-11-09,15:10:20,1179.32,M002,Purchase,Hobart,Desktop,-31.840233,145.612793,laura27@tempmail.com,False,29,0
16019,1838,40,Female,Professional,Master,Single,2,112448.56,139029.37,2275.96,2023-10-14,18/04/22,37.43,M006,Purchase,Sydney,Mobile,-31.840233,145.612793,sboyd@outlook.com,False,68,0
13621,1116,32,Female,Professional,High School,Married,1,60108.48,24495.43,1189.15,2023-04-12,00:00:00,624.18,M007,Purchase,Sydney,Desktop,-37.0201,144.9646,owensbrianna@gmail.com,False,104,1
8783,3434,29,Female,Professional,High School,Married,1,57799.59,44956.2,9647.03,2023-01-27,18:22:42,28.93,M004,Transfer,Brisbane,Tablet,-37.0201,144.9646,amandawhite@tempmail.com,True,103,0
15822,4871,33,Male,Student,Bachelor,Single,0,43355.04,73284.41,1617.09,2023-09-30,03:13:00,6031.68,M008,Purchase,Melbourne,Desktop,-37.0201,144.9646,allenjill@gmail.com,False,66,0
18121,1210,30,Male,Student,High School,Single,1,55403.96,82836.3,2655.4,2023-11-04,19:28:47,239.09,M002,Payment,Canberra,galaxys7,-37.0201,144.9646,dawn36@yahoo.com,True,65,0
17816,2003,25,isnotfemale,Retired,Bachelor,Married,4,118736.0,193834.7,1991.22,2023-06-22,21:40:47,2741.17,M004,Purchase,Canberra,galaxys7,-31.840233,145.612793,mcleanvictoria@gmail.com,True,66,0
10640,1981,34,Male,Professional,Bachelor,Married,0,48811.06,26419.17,5874.52,2023-07-13,07:15:37,161.31,M005,Withdrawal,Adelaide,Desktop,-25.042261,117.793221,jack69@outlook.com,False,105,1
9768,1323,34,Male,Professional,Bachelor,Married,4,90468.27,51693.41,2207.98,2023-08-09,01:24:57,624.8,M004,Purchase,Perth,smartphone,-20.917574,142.702789,stevenmiller@yahoo.com,False,89,1
13399,782,39,Male,Professional,Bachelor,Married,0,82311.5,26449.97,4877.8,2023-05-22,12:00:00 AM,35.03,M007,Purchase,Perth,Mobile,-35.473469,149.012375,elizabethcole@gmail.com,False,37,1
3762,4658,21,isnotfemale,Professional,High School,Married,1,36476.63,11092.23,1516.24,2023-10-24,02:06:33,63.97,M005,Purchase,Sydney,Tablet,-30.000233,136.209152,derek58@outlook.com,False,86,1
213,1388,-33,Female,Student,High School,Married,2,72300.94,31330.55,1289.86,2023-07-18,08:15:52,96.38,M003,Payment,Adelaide,Desktop,-37.0201,144.9646,kayla75@gmail.com,False,113,0
8920,1373,-31,Male,Student,Master,Single,2,33149.4,13618.42,572.27,2023-12-21,23/59/59,141.23,M001,Purchase,Hobart,Desktop,-20.917574,142.702789,revans@yahoo.com,True,66,0
6154,3396,39,Male,Retired,Master,Single,2,73060.07,33032.48,295.6,2023-11-29,21:13:46,156.17,M002,Purchase,Sydney,Mobile,-37.0201,144.9646,heather64@tempmail.com,False,105,0
8357,2453,21,Male,Professional,Master,Divorced,1,61803.59,28921.98,1347.96,2023-02-28,06:02:30,92.04,M004,Transfer,Hobart,Desktop,-20.917574,142.702789,ortiztony@tempmail.com,False,63,0
4167,3027,-37,Male,Professional,High School,Married,3,62520.63,38956.73,1348.05,2023-12-12,06:01:25,62.12,M002,Transfer,Perth,Mobile,-31.840233,145.612793,fking@yahoo.com,False,23,0
18263,2550,38,Female,Retired,PhD,Single,4,63894.57,61817.69,3604.33,2023-11-30,08:57:29,1597.55,M007,Transfer,Adelaide,Mobile,-37.0201,144.9646,hayley11@disposable.com,True,108,0
16500,524,54,Female,Professional,Bachelor,Married,2,72739.34,87553.43,16852.78,2023-07-25,02:52:25,97.58,M004,Purchase,Hobart,Desktop,-37.0201,144.9646,pwallace@outlook.com,False,68,1
5109,4500,42,Female,Unemployed,High School,Married,0,61158.2,38909.2,1987.77,2023-02-04,03:19:13,20.76,M001,Payment,Canberra,galaxys7,-25.042261,117.793221,haynesmario@outlook.com,False,75,1
18083,375,28,Male,Student,Bachelor,Married,2,36480.96,54811.62,1637.27,2023-12-13,23:59:59,1550.1,M002,Transfer,Adelaide,Desktop,-25.042261,117.793221,sking@gmail.com,False,12,0
17341,4141,21,Male,Student,High School,Married,4,47780.52,48786.97,9485.85,2023-11-14,04:57:59,1790.59,M006,Purchase,Brisbane,Desktop,-30.000233,136.209152,fcox@yahoo.com,True,38,1
8712,3776,34,Male,Unemployed,PhD,Married,0,81089.2,35668.22,3645.49,2023-05-28,08/42/12,1235.14,M001,Purchase,Canberra,Desktop,-31.840233,145.612793,stonelauren@outlook.com,False,20,0
1763,4206,18,she,Professional,Bachelor,Widowed,3,79637.67,41164.2,1705.64,2023-08-03,13:31:11,102.73,M003,Withdrawal,Canberra,iphone 15,-20.917574,142.702789,mhayes@gmail.com,True,73,1
13547,1941,46,Male,Professional,High School,Married,0,60338.93,39969.22,3344.9,2023-01-15,01:28:08,572.15,M008,Purchase,Adelaide,Tablet,-37.0201,144.9646,foxkimberly@outlook.com,False,110,1
11536,457,26,Female,Student,Bachelor,Single,0,46401.27,18696.02,507.69,2023-06-09,15:52:55,20.83,M006,Purchase,Adelaide,Tablet,-25.042261,117.793221,brittanyholden@yahoo.com,False,83,0
15069,3343,34,fem,Professional,Master,Single,2,69443.33,56056.35,867.12,2023-12-28,23:59:59,184.89,M008,Withdrawal,Canberra,Desktop,-31.840233,145.612793,beckershannon@gmail.com,False,3,1
3224,3813,33,Male,Retired,Master,Single,0,107817.18,51126.82,1340.05,2023-12-29,12/52/19,350.85,M001,Withdrawal,Adelaide,Desktop,-31.840233,145.612793,kwilliams@yahoo.com,True,24,1
526,1895,40,Female,Student,High School,Single,4,69594.34,36339.66,1286.71,2023-12-13,01:38:48,388.87,M003,Purchase,Hobart,Desktop,-37.0201,144.9646,thomas12@outlook.com,False,94,1
15251,1325,42,Male,Unemployed,Master,Single,1,91893.74,155625.95,8701.33,2023-07-10,04:07:37,521.4,M008,Purchase,Hobart,Desktop,-31.840233,145.612793,ericlarsen@gmail.com,True,32,1
12091,656,27,Male,Retired,High School,Married,0,129571.03,90179.59,9773.66,2023-07-04,21:28:13,150.82,M008,Withdrawal,Darwin,Mobile,-37.0201,144.9646,james47@outlook.com,False,68,1
5655,859,46,she,Student,High School,Married,0,56772.33,28711.93,280.44,2023-06-30,15:06:41,19.79,M006,Purchase,Sydney,Tablet,-37.0201,144.9646,willie55@gmail.com,False,30,0
8884,4682,25,Male,Professional,PhD,Married,3,118156.23,44125.51,2247.33,2023-10-29,09:40:22,227.81,M002,Transfer,Canberra,Tablet,-37.0201,144.9646,masonerika@gmail.com,False,77,0
6059,4750,18,Male,Student,Master,Married,2,65587.12,24714.29,1639.2,2023-10-09,03:50:13,209.08,M004,Purchase,Hobart,Mobile,-20.917574,142.702789,jason53@securemail.com,False,46,1
6342,3527,30,isnotfemale,Professional,Bachelor,Divorced,1,30512.07,10875.43,459.58,2023-09-22,03:06:49,876.98,M001,Transfer,Perth,Mobile,-31.840233,145.612793,jessicahall@gmail.com,False,52,1
13997,1723,21,Female,Unemployed,Bachelor,Single,2,99946.54,59143.86,8331.83,2023-10-30,09:23:31,71.82,M008,Transfer,Melbourne,Desktop,-37.0201,144.9646,lisa43@gmail.com,False,37,0
8782,2375,38,Male,Professional,PhD,Married,4,42407.18,22269.36,3226.1,2023-12-10,20:01:53,304.13,M001,Purchase,Brisbane,Desktop,-37.0201,144.9646,hperkins@outlook.com,False,3,0
8711,4008,32,Female,Student,Bachelor,Married,2,98162.89,32180.36,2670.04,2023-12-28,15:36:41,55.68,M003,Withdrawal,Adelaide,Mobile,-31.840233,145.612793,luisclark@gmail.com,False,57,1
3380,3810,26000,Female,Student,High School,Single,3,93881.32,60050.73,6761.36,2023-05-28,01:20:14,54.06,M005,Purchase,Darwin,Mobile,-37.0201,144.9646,powellbenjamin@gmail.com,False,113,1
3676,2204,37,Male,Retired,Master,Single,4,65331.89,36545.51,2560.8,2023-06-16,00:26:34,373.84,M006,Transfer,Canberra,Mobile,-20.917574,142.702789,denniswilson@outlook.com,False,16,1
5776,2678,49,Male,Retired,High School,Single,1,142229.67,74686.5,2221.35,2023-01-29,16:08:59,56.63,M001,Withdrawal,Darwin,Mobile,-20.917574,142.702789,natalie18@outlook.com,False,64,1
6573,4326,35,Female,Unemployed,Bachelor,Single,2,24723.45,14812.54,2375.11,2023-12-17,17:43:45,484.55,M001,Payment,Sydney,Desktop,-31.840233,145.612793,joneselizabeth@outlook.com,False,86,0
1607,3538,45,she,Retired,Bachelor,Single,0,123917.87,54790.04,822.15,2023-12-16,14:39:01,41.42,M005,Withdrawal,Canberra,iphone 15,-31.840233,145.612793,hlindsey@yahoo.com,False,103,1
18275,4278,20,Female,Retired,Master,Single,4,83087.42,158025.43,1939.67,2023-08-26,13:28:20,1098.01,M002,Withdrawal,Darwin,Tablet,-31.840233,145.612793,paula16@gmail.com,True,16,1
15883,2110,28,Male,Professional,High School,Single,3,124708.41,152192.04,3838.77,2023-12-08,13:43:07,213.79,M005,Purchase,Perth,iphone 15,-31.840233,145.612793,nmarsh@yahoo.com,True,48,0
8984,3476,26,Male,Unemployed,Bachelor,Married,3,59420.2,38455.99,3041.48,2023-08-16,04:54:36,714.95,M006,Purchase,Adelaide,Mobile,-31.840233,145.612793,matthew74@gmail.com,False,105,1
15522,2665,49,Male,Student,Bachelor,Single,3,52311.71,39679.54,1797.88,2023-03-15,03:33:22,2152.4,M004,Withdrawal,Canberra,Mobile,-37.0201,144.9646,cpeters@outlook.com,False,75,1
1980,2335,36,Female,Professional,Bachelor,Married,4,55331.96,38898.54,498.04,2023-03-16,12:40:10,242.15,M001,Withdrawal,Hobart,Desktop,-37.0201,144.9646,ipearson@disposable.com,False,41,1
11425,2084,18,Male,Professional,Bachelor,Married,1,64176.25,41784.92,5601.63,2023-03-04,11:37:21,503.62,M004,Purchase,Mel,Mobile,-31.840233,145.612793,harrisbrad@gmail.com,True,101,0
12155,1214,18,Female,Professional,Bachelor,Married,1,75142.0,23815.24,10400.9,2023-06-30,13:45:59,80.53,M003,Purchase,Sydney,Mobile,-37.0201,144.9646,tyler36@gmail.com,True,60,0
